village,vlcode,block,district,area_m2,area_km2,centroid_x,centroid_y,area_exposure_score,coastal_exposure_score,coastal_exposure_category,exposure_method,exposure_data_quality,shoreline_distance_available,village_erosion_rate_available
Raghunathpur,396972,Mahakalapada,Kendrapara,1427310.2674183631,1.427310267418363,4672719.867774295,3617628.294357096,0.07859877303693655,0.07859877303693655,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Saralikud,397136,Mahakalapada,Kendrapara,3585033.511761813,3.585033511761813,4688832.278590173,3615208.229904781,0.19883555761700633,0.19883555761700633,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jogidhankud,397135,Mahakalapada,Kendrapara,4010416.0958661465,4.010416095866146,4686923.899869594,3615149.397548946,0.22253954016581046,0.22253954016581046,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kansardia,397132,Mahakalapada,Kendrapara,14239749.468095481,14.239749468095482,4692823.857423175,3622399.050330588,0.7925580336397977,0.7925580336397977,VERY HIGH,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Palli Garh,397123,Mahakalapada,Kendrapara,3060225.395216017,3.060225395216017,4681622.483788205,3620014.9335153145,0.1695911952455061,0.1695911952455061,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Batighar,396060,Mahakalapada,Kendrapara,4249961.473949693,4.249961473949693,4691550.255088549,3618774.9282476963,0.2358879462217255,0.2358879462217255,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Barakoli Khala,397137,Mahakalapada,Kendrapara,5867141.350260309,5.867141350260309,4689539.429776469,3618204.1468001734,0.32600353862910525,0.32600353862910525,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Banabiharipur,397126,Mahakalapada,Kendrapara,2200410.6421240624,2.2004106421240626,4684322.948268067,3617960.133044027,0.12167895185780507,0.12167895185780507,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nipania,397134,Mahakalapada,Kendrapara,2887659.223128824,2.887659223128824,4687116.781952328,3616933.3220958733,0.15997513270669403,0.15997513270669403,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baraja Bahakuda,397125,Mahakalapada,Kendrapara,4698978.093287538,4.698978093287538,4683351.965086147,3619664.6396993026,0.2609089097181924,0.2609089097181924,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ramanagar,397128,Mahakalapada,Kendrapara,4451638.227216666,4.451638227216666,4685153.995732325,3620906.185278123,0.2471261642837214,0.2471261642837214,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bahakuda Pitapat,397124,Mahakalapada,Kendrapara,3902871.6845606724,3.9028716845606723,4682118.59688295,3618106.4312137235,0.216546744635232,0.216546744635232,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badatubi,397127,Mahakalapada,Kendrapara,5783025.475974436,5.783025475974436,4685940.771220066,3617966.988472057,0.32131627288138326,0.32131627288138326,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sanatubi,397133,Mahakalapada,Kendrapara,7538529.289136132,7.538529289136132,4688672.066089247,3619709.1130200783,0.4191398164548965,0.4191398164548965,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kentia,397114,Mahakalapada,Kendrapara,1702909.444263271,1.702909444263271,4681727.250156105,3622207.0922835353,0.09395623787568082,0.09395623787568082,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hetamundia,397138,Mahakalapada,Kendrapara,17962423.475313686,17.962423475313685,4692916.633098893,3618750.2360280193,1.0,1.0,VERY HIGH,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kasoti,396910,Marsaghai,Kendrapara,1016202.6723804178,1.0162026723804178,4663215.65913244,3625510.2792348433,0.05569024875172471,0.05569024875172471,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badapaldia,396913,Marsaghai,Kendrapara,1275633.95656405,1.27563395656405,4666454.495175832,3625427.9073335584,0.0701467753296778,0.0701467753296778,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kharinasi,396059,Mahakalapada,Kendrapara,17820859.41584214,17.82085941584214,4686963.580829549,3622735.583516137,0.9921114965194994,0.9921114965194994,VERY HIGH,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhitara Kharinasi,397130,Mahakalapada,Kendrapara,6445043.19298606,6.44504319298606,4689679.090355985,3622990.992901652,0.35820649123407866,0.35820649123407866,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bikeikani,396020,Rajnagar,Kendrapara,431137.1280862292,0.4311371280862292,4695179.277378908,3641323.418038404,0.02308810665637616,0.02308810665637616,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baulanga,396782,Marsaghai,Kendrapara,2215550.6286882055,2.2155506286882054,4659169.230897754,3625534.745371768,0.12252261116760312,0.12252261116760312,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bandha Kata,396720,Marsaghai,Kendrapara,1277012.8041847432,1.2770128041847433,4660784.374983332,3626111.738877434,0.07022361011596129,0.07022361011596129,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gobind Pur,397052,Mahakalapada,Kendrapara,947522.7455009797,0.9475227455009797,4668238.195237346,3631940.9909780114,0.051863134410334445,0.051863134410334445,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gohipur,396053,Rajnagar,Kendrapara,174601.1297902834,0.1746011297902834,4695361.981942454,3641033.430623569,0.008792916740336533,0.008792916740336533,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Talasanga,396788,Marsaghai,Kendrapara,1205984.957991136,1.205984957991136,4662007.809666065,3622866.0524383206,0.0662656605205461,0.0662656605205461,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sanagan,396935,Mahakalapada,Kendrapara,1935317.3499945302,1.9353173499945302,4669222.55732635,3623068.202088404,0.10690691603580665,0.10690691603580665,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kuhudi,396536,Marsaghai,Kendrapara,1637835.5689109901,1.6378355689109902,4664158.182580488,3632457.10716072,0.09033006683959724,0.09033006683959724,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jaudia,396018,Rajnagar,Kendrapara,299621.72631848877,0.29962172631848877,4696754.345695814,3642303.8671448994,0.01575955371393395,0.01575955371393395,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badapal,396912,Marsaghai,Kendrapara,960074.6310884756,0.9600746310884756,4665522.311111787,3624474.4352138294,0.05256257460379477,0.05256257460379477,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Narasingpur,396790,Marsaghai,Kendrapara,1044180.9946457783,1.0441809946457783,4659380.663486247,3624189.1387317586,0.057249310376495555,0.057249310376495555,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Manitiri,396894,Marsaghai,Kendrapara,492654.5799383252,0.49265457993832523,4660680.0273993155,3627762.197552409,0.02651609985506181,0.02651609985506181,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Puruso Tamapur,396899,Marsaghai,Kendrapara,945680.8051557901,0.9456808051557901,4664371.3394016,3627511.682537419,0.051760494284880686,0.051760494284880686,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baikuntha Pur,396721,Marsaghai,Kendrapara,3525831.1087826006,3.5258311087826004,4659428.487305216,3626527.026326548,0.19553656800270108,0.19553656800270108,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badagan,396937,Mahakalapada,Kendrapara,2994346.693479519,2.994346693479519,4666422.874819735,3622514.134721816,0.16592017613317492,0.16592017613317492,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tulasi Pur,396914,Marsaghai,Kendrapara,1617526.5961415914,1.6175265961415914,4665175.980473894,3625766.665579254,0.08919837138684714,0.08919837138684714,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhagabanpur,396949,Marsaghai,Kendrapara,2317955.7216436975,2.3179557216436977,4664150.240907626,3622001.3206491233,0.12822902376424644,0.12822902376424644,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gayaspur,397053,Mahakalapada,Kendrapara,3822247.849957638,3.822247849957638,4667966.003495897,3630079.4813455567,0.21205406900660478,0.21205406900660478,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Posta,396540,Marsaghai,Kendrapara,1081691.6144354143,1.0816916144354143,4665196.212100653,3630128.39213019,0.05933954892906938,0.05933954892906938,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Juna,396909,Marsaghai,Kendrapara,2482713.4036229523,2.4827134036229523,4663919.823066597,3626442.483935286,0.13740996667153715,0.13740996667153715,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Narayanpur,396519,Marsaghai,Kendrapara,432101.62527175597,0.432101625271756,4662960.843698084,3632149.9892823207,0.023141852214629877,0.023141852214629877,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jaripada,396542,Marsaghai,Kendrapara,742172.4776773249,0.7421724776773249,4665054.237919608,3631561.024322404,0.04042021373897407,0.04042021373897407,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hatia,396896,Marsaghai,Kendrapara,2231499.1474812776,2.2314991474812778,4662068.542373856,3629587.4809130863,0.12341132505782092,0.12341132505782092,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Manikunda,396897,Marsaghai,Kendrapara,1768628.51662447,1.76862851662447,4662107.513209027,3628519.7838828485,0.09761836181442528,0.09761836181442528,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bachharai,396717,Marsaghai,Kendrapara,925394.8843851583,0.9253948843851583,4660038.679256559,3628024.4638775135,0.05063008337972821,0.05063008337972821,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Godhan,396718,Marsaghai,Kendrapara,434372.4602405923,0.4343724602405923,4661167.348638534,3627625.07608222,0.023268392027221987,0.023268392027221987,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baghadia,396016,Rajnagar,Kendrapara,177196.38594323097,0.17719638594323098,4697585.86028235,3642906.4661826394,0.008937534571103337,0.008937534571103337,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kurutunga,396539,Marsaghai,Kendrapara,2296141.5677281916,2.2961415677281916,4664514.460915298,3630074.7847412834,0.12701345372670286,0.12701345372670286,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Thauri,396541,Marsaghai,Kendrapara,3144877.480712823,3.144877480712823,4666139.77298746,3630135.7691514306,0.174308340780651,0.174308340780651,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Podana,396791,Marsaghai,Kendrapara,1593750.9219842039,1.5937509219842039,4658682.0808293475,3624355.972957741,0.08787349776396618,0.08787349776396618,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Haladia,396941,Marsaghai,Kendrapara,1503360.235159326,1.503360235159326,4662768.616550085,3622195.7054824224,0.08283657490173212,0.08283657490173212,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dara Bachha,396898,Marsaghai,Kendrapara,4488008.791298241,4.488008791298241,4662984.922003594,3627706.559179225,0.2491528744700236,0.2491528744700236,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhusaranga,396879,Marsaghai,Kendrapara,859787.0647676209,0.8597870647676209,4661521.997521897,3622229.683014391,0.04697415887930776,0.04697415887930776,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Raghabapur,396792,Marsaghai,Kendrapara,660676.2819700015,0.6606762819700015,4658300.0480121495,3623163.133063707,0.035878926735163616,0.035878926735163616,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Athabatia,396938,Marsaghai,Kendrapara,1717029.528808849,1.7170295288088488,4665096.587971679,3623161.476208152,0.09474306425307177,0.09474306425307177,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jay Chandrapur,396936,Mahakalapada,Kendrapara,1141463.4876501225,1.1414634876501224,4667816.662330493,3623417.7385250153,0.06267027165382313,0.06267027165382313,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sasanipada,396787,Marsaghai,Kendrapara,946470.663603353,0.946470663603353,4662644.983387689,3623576.3129997123,0.05180450828911285,0.05180450828911285,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balikuda,396918,Mahakalapada,Kendrapara,1108922.7382608578,1.1089227382608577,4666339.493025986,3623791.105487852,0.06085697373220688,0.06085697373220688,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Garajanga,396939,Marsaghai,Kendrapara,2770905.9915298605,2.7709059915298604,4663945.179530459,3623840.427714283,0.1534691856657133,0.1534691856657133,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Aitipur,396919,Mahakalapada,Kendrapara,1610869.1782589247,1.6108691782589248,4667236.291936929,3624151.552123675,0.0888273940050554,0.0888273940050554,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kusun Pur,396915,Marsaghai,Kendrapara,779307.0302677249,0.7793070302677249,4665817.897937781,3626221.7597349617,0.04248949635526613,0.04248949635526613,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
