id,objectid_1,objectid,village,vlcode,gram_panchayat_name,gram_panchayat_code,block,bkcode,subdistric,sdcode,sub_district_head_quarter,district,dtcode,district_head_quarter,state,stcode,uqcode,country,total_urban_rural,total_households,total_population_village,avg_household,total_geographical_area,total_male_population_village,total_female_population_village,tapwater_treated_status,tapwater_untreated_status,covered_well_status,covered_well_function_year,covered_well_functioning_summer,uncovered_well_status,uncovered_well_function_year,uncovered_well_function_summer,handpump_status,hand_pump_function_year,hand_pump_function_summer,tubewell_borehole_status,tube_wells_borehole_function_year,tube_wells_borehole_function_Summer,spring_status,spring_functioning_all_round_year,spring_functioning_summer_month,river_canal_status,tank_pond_lake_status,others_status,closed_drainage_status,open_drainage_status,village_pin_code_status,forest_area,area_under_non_agricultural_use,barren_uncultivable_land,permanent_pastures_grazing,land_under_miscellaneous,culturable_waste_land,fallows_land_other_than_current,current_fallows_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,canals_area,wells_tube_wells_area,tanks_lakes_area,waterfall_area,other_source_specify_area,nearest_town_name,nearest_town_distance_from_village,shape_leng,shape_length,shape_area,ds_name,src_agency,state_name,latitude,longitude
767,767,35216.0,Malayattoor,627969,Malayattoor-Neeleswaram,06,Angamaly,77,Aluva,5658,Aluva,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3681.0,14494.0,3.93751698,2393.0,7215.0,7279.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,496.0,400.0,17.0,0.0,0.0,50.0,4.0,4.0,1426.0,1170.0,260.0,240.0,20.0,0.0,0.0,0.0,Angamaly,16.0,21921.821218466328,21921.821218466328,21552495.31059954,Administrative Boundary,Survey of India (SOI),Kerala,10.201503719200634,76.51273255519452
765,765,35214.0,Mookkannoor,627966,"Mookkannnoor, Thuravoor","03, 04",Angamaly,77,Aluva,5658,Aluva,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4756.0,19009.0,3.99684609,2127.0,9399.0,9610.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,281.0,5.0,0.0,25.0,147.0,60.0,60.0,1597.0,183.0,1511.0,1276.0,235.0,0.0,0.0,0.0,Angamaly,9.0,26413.096147029297,26413.096147029297,26282531.017126422,Administrative Boundary,Survey of India (SOI),Kerala,10.242806887906102,76.41645559748346
770,770,35219.0,Thuravoor,627970,"Thuravoor, Mookkannnoor, Manjapra","04, 03, 07",Angamaly,77,Aluva,5658,Aluva,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,5835.0,22786.0,3.9050557,1803.0,11354.0,11432.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,211.0,0.0,0.0,0.0,201.0,0.0,0.0,1392.0,110.0,1282.0,850.0,432.0,0.0,0.0,0.0,Angamaly,5.0,19036.875270827277,19036.875270827277,14888102.073142758,Administrative Boundary,Survey of India (SOI),Kerala,10.196587404221955,76.41051861664445
877,877,35326.0,Kuttampuzha,628041,"Kuttampuzha, Athirappally","04, 86",Chalakudy (Part),73,Kothamangalam,5663,Kothamangalam,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,6487.0,24799.0,3.82287652,44805.0,12554.0,12245.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,41911.0,1229.0,24.0,0.0,0.0,155.0,0.0,0.0,1486.0,57.0,1429.0,0.0,29.0,0.0,0.0,1400.0,Kothamangalam,20.0,159770.8147907765,159770.8147907765,657889403.6832513,Administrative Boundary,Survey of India (SOI),Kerala,10.183564899222937,76.82436165911218
715,715,35164.0,Thrikkakara North Part,628002,Thrikkakara,01,Edapally,82,Kanayannur,5661,Kochi,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,164.0,546.0,3.32926829,582.0,252.0,294.0,Available,Not Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,0.0,40.0,0.0,3.0,14.0,10.0,10.0,505.0,27.0,502.0,0.0,502.0,0.0,0.0,0.0,Kalamassery,3.0,8324.883332167374,8324.883332167374,3230094.793477936,Administrative Boundary,Survey of India (SOI),Kerala,10.039073819794323,76.36825743012957
869,869,35318.0,Asamannoor,627945,Asamannoor,04,Koovappady,74,Kunnathunad,5657,Perumbavoor,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4714.0,19311.0,4.096521,2123.0,9574.0,9737.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,673.0,0.0,0.0,0.0,168.0,140.0,140.0,938.0,958.0,324.0,152.0,172.0,0.0,0.0,0.0,Kothamangalam,10.0,24493.38038238897,24493.38038238897,20395499.63975553,Administrative Boundary,Survey of India (SOI),Kerala,10.093001248288967,76.5537527974259
768,768,35217.0,Kodanad,627941,Koovappady,01,Koovappady,74,Kunnathunad,5657,Perumbavoor,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3502.0,14244.0,4.06739006,1941.0,7036.0,7208.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,63.0,465.0,72.0,0.0,0.0,155.0,124.0,124.0,954.0,165.0,1021.0,790.0,231.0,0.0,0.0,0.0,Perumbavoor,10.0,21952.70054319779,21952.70054319779,17549345.562478017,Administrative Boundary,Survey of India (SOI),Kerala,10.180019606532671,76.51764177224835
871,871,35320.0,Kombanad,627942,Vengoor,02,Koovappady,74,Kunnathunad,5657,Perumbavoor,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,2810.0,10976.0,3.90604982,23139.0,5501.0,5475.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,19283.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,3454.0,2800.0,655.0,326.0,214.0,0.0,0.0,115.0,Perumbavoor,15.0,31747.52211109336,31747.52211109336,40721616.71760383,Administrative Boundary,Survey of India (SOI),Kerala,10.164185362529707,76.58374167564051
860,860,35309.0,Vengoor,627943,Vengoor,02,Koovappady,74,Kunnathunad,5657,Perumbavoor,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,2797.0,10961.0,3.91884162,1663.0,5332.0,5629.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,96.0,6.0,0.0,8.0,0.0,69.0,69.0,1134.0,1330.0,230.0,190.0,40.0,0.0,0.0,0.0,Perumbavoor,11.0,23637.88581044424,23637.88581044424,15741188.651403897,Administrative Boundary,Survey of India (SOI),Kerala,10.138886612392314,76.55160904175307
691,691,35140.0,Vengoor West,627944,Mudakkuzha,03,Koovappady,74,Kunnathunad,5657,Perumbavoor,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4448.0,17355.0,3.9017536,2197.0,8615.0,8740.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,1884.0,1519.0,365.0,300.0,50.0,0.0,0.0,15.0,Perumbavoor,8.0,28441.25016131241,28441.25016131241,20778162.90096178,Administrative Boundary,Survey of India (SOI),Kerala,10.145398207366743,76.52018020353407
872,872,35321.0,Kedavoor,628045,Paingattoor,87,Kothamangalam (Part),87,Kothamangalam,5663,Kothamangalam,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3739.0,15336.0,4.10163145,2411.0,7554.0,7782.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available,Available,Available,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2383.0,1932.0,451.0,0.0,138.0,0.0,313.0,0.0,Kothamangalam,17.0,29009.661993266003,29009.661993266003,30416356.380578466,Administrative Boundary,Survey of India (SOI),Kerala,10.003776618802375,76.73181000983388
870,870,35319.0,Kottappady,628039,Kottappady,01,Kothamangalam (Part),87,Kothamangalam,5663,Kothamangalam,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3357.0,13512.0,4.02502234,2786.0,6710.0,6802.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,533.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,2198.0,1855.0,350.0,350.0,0.0,0.0,0.0,0.0,Kothamangalam,10.0,26476.11554438942,26476.11554438942,25944327.230601013,Administrative Boundary,Survey of India (SOI),Kerala,10.12803233555403,76.6036626696276
864,864,35313.0,Kuttamangalam,628043,"Kavalangad, Keerampara, Pallarimangalam","06, 05, 07",Kothamangalam (Part),87,Kothamangalam,5663,Kothamangalam,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4200.0,17400.0,4.14285714,3590.0,8599.0,8801.0,Available,Not Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909.0,2689.0,220.0,157.0,0.0,63.0,0.0,0.0,Kothamangalam,8.0,35150.108254200764,35150.108254200764,25541569.069526017,Administrative Boundary,Survey of India (SOI),Kerala,10.054731402081638,76.69192406842198
865,865,35314.0,Neriamangalam,628044,"Kavalangad, Pallarimangalam","06, 07",Kothamangalam (Part),87,Kothamangalam,5663,Kothamangalam,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3952.0,15994.0,4.04706478,2730.0,8017.0,7977.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,1200.0,230.0,0.0,0.0,0.0,0.0,34.0,34.0,1267.0,1004.0,296.0,26.0,100.0,40.0,81.0,49.0,Kothamangalam,19.0,50735.57775857056,50735.57775857056,52807180.170876265,Administrative Boundary,Survey of India (SOI),Kerala,10.048907705326892,76.75384430656551
859,859,35308.0,Pindimana,628040,Pindimana,02,Kothamangalam (Part),87,Kothamangalam,5663,Kothamangalam,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3242.0,12516.0,3.86057989,2179.0,6286.0,6230.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,8.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.0,1604.0,284.0,244.0,39.0,0.0,0.0,0.0,Kothamangalam,6.0,27266.82051817844,27266.82051817844,22445437.280416496,Administrative Boundary,Survey of India (SOI),Kerala,10.121155789093045,76.63979843177736
866,866,35315.0,Thrikkariyoor Part,628038,"Nellikkuzhi, Kottappady, Pindimana","03, 01, 02",Kothamangalam (Part),87,Kothamangalam,5663,Kothamangalam,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3888.0,15746.0,4.04989712,1326.0,7721.0,8025.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,0.0,1246.0,880.0,365.0,0.0,0.0,0.0,Kothamangalam,3.0,19816.53357520957,19816.53357520957,12924773.27309128,Administrative Boundary,Survey of India (SOI),Kerala,10.092878605138608,76.59588162274548
681,681,35130.0,Edakkattuvayal,628003,Edakkattuvayal,02,Mulamthuruthy,83,Kanayannur,5661,Kochi,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,2966.0,11912.0,4.01618341,1808.0,5817.0,6095.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,1442.0,308.0,0.0,0.0,20.0,0.0,288.0,Kochi,18.0,27098.69546496333,27098.69546496333,18413434.933455992,Administrative Boundary,Survey of India (SOI),Kerala,9.872308860013115,76.4357883535136
683,683,35132.0,Kaippattur,628004,Edakkattuvayal,02,Mulamthuruthy,83,Kanayannur,5661,Kochi,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,1579.0,6246.0,3.95566814,820.0,3051.0,3195.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Available,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,556.0,222.0,0.0,0.0,16.0,0.0,206.0,Piravom,10.0,15971.298935866438,15971.298935866438,7895236.49056994,Administrative Boundary,Survey of India (SOI),Kerala,9.852206413937969,76.4476213109045
680,680,35129.0,Keecherry,628006,Amballoor,03,Mulamthuruthy,83,Kanayannur,5661,Kochi,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,1573.0,6356.0,4.04068659,506.0,3145.0,3211.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,56.0,0.0,0.0,0.0,100.0,0.0,0.0,76.0,239.0,110.0,65.0,20.0,0.0,0.0,25.0,Thrippunithura,15.0,13484.187307446971,13484.187307446971,4589009.833875127,Administrative Boundary,Survey of India (SOI),Kerala,9.83309633783488,76.40896360491527
685,685,35134.0,Kulayettikara,628005,Amballoor,03,Mulamthuruthy,83,Kanayannur,5661,Kochi,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,1937.0,7914.0,4.08569954,671.0,3878.0,4036.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,45.0,0.0,0.0,0.0,88.0,0.0,0.0,39.0,323.0,215.0,0.0,215.0,0.0,0.0,0.0,Thrippunithura,0.0,12594.865192973786,12594.865192973786,6662141.491775545,Administrative Boundary,Survey of India (SOI),Kerala,9.842266639966505,76.42727939212307
873,873,35322.0,Kalloorkkad,628023,Kalloorkkad,89,Muvattupuzha (Part),85,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3130.0,12911.0,4.12492013,2420.0,6466.0,6445.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.0,1841.0,306.0,0.0,306.0,0.0,0.0,0.0,Muvattupuzha,10.0,27380.614042907328,27380.614042907328,26935905.93577657,Administrative Boundary,Survey of India (SOI),Kerala,9.961143187315566,76.69129348490304
879,879,35328.0,Marady Part,628027,"Marady, Arakuzha, Ramamangalam","02, 06, 07",Muvattupuzha (Part),85,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4255.0,17176.0,4.03666275,1793.0,8578.0,8598.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0,1163.0,420.0,270.0,75.0,0.0,0.0,75.0,Muvattupuzha,6.0,14418.356561609213,14418.356561609213,8913575.703681378,Administrative Boundary,Survey of India (SOI),Kerala,9.940857956979107,76.55709655936828
705,705,35154.0,Memury,628028,"Pampakuda, Marady, Ramamangalam","08, 02, 07",Muvattupuzha (Part),85,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,2560.0,10049.0,3.92539063,2294.0,5036.0,5013.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2279.0,2133.0,146.0,123.0,15.0,0.0,0.0,8.0,Muvattupuzha,10.0,29343.217814592816,29343.217814592816,24442105.77366062,Administrative Boundary,Survey of India (SOI),Kerala,9.94410413582279,76.51782728108935
863,863,35312.0,Muvattupuzha Part,628025,Avoly,05,Muvattupuzha (Part),85,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4725.0,19797.0,4.18984127,1860.0,9781.0,10016.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,115.0,40.0,0.0,0.0,0.0,450.0,450.0,455.0,995.0,710.0,0.0,410.0,0.0,0.0,300.0,Muvattupuzha,8.0,21301.33682608509,21301.33682608509,11947230.918646568,Administrative Boundary,Survey of India (SOI),Kerala,9.941840667208453,76.62501921624207
706,706,35155.0,Valakam,628020,"Valakam, Marady","01, 02",Muvattupuzha (Part),85,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4012.0,15966.0,3.97956132,2110.0,7975.0,7991.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Available,0.0,111.0,32.0,0.0,0.0,11.0,22.0,22.0,729.0,1156.0,800.0,430.0,55.0,60.0,0.0,255.0,Muvattupuzha,7.0,23298.26742555805,23298.26742555805,22374659.67786378,Administrative Boundary,Survey of India (SOI),Kerala,9.9815848011908,76.53366860730593
684,684,35133.0,Chellanam,627997,Chellanam,05,Palluruthy,81,Kochi,5660,Kochi,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3446.0,14928.0,4.33197911,812.0,7434.0,7494.0,Available,Not Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Not Available,Not Available,Not Available,Not Available,Available,Available,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,Kochi,25.0,15968.977510980105,15968.977510980105,8009858.81973156,Administrative Boundary,Survey of India (SOI),Kerala,9.81895529406206,76.27790016943892
847,847,35296.0,Koothattukulam,628035,Koothattukulam,13,Pampakuda,86,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,4470.0,17253.0,3.85973154,2313.0,8384.0,8869.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,74.0,0.0,0.0,38.0,10.0,60.0,60.0,2062.0,2029.0,200.0,0.0,200.0,0.0,0.0,0.0,Muvattupuzha,20.0,26367.61196125423,26367.61196125423,22315634.839325603,Administrative Boundary,Survey of India (SOI),Kerala,9.861267855114528,76.58065957119575
686,686,35135.0,Onakkoor,628032,Pampakuda,08,Pampakuda,86,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3159.0,12421.0,3.93194049,2187.0,6203.0,6218.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,2123.0,1638.0,486.0,101.0,0.0,23.0,361.0,0.0,Muvattupuzha,14.0,33538.155057745345,33538.155057745345,19925812.003583472,Administrative Boundary,Survey of India (SOI),Kerala,9.902342072191066,76.5214708464864
848,848,35297.0,Palakkuzha,628034,Palakkuzha,12,Pampakuda,86,Muvattupuzha,5662,Muvattupuzha,Ernakulam,555,Kakkanad,KL,32, ,India,Rural,3401.0,13412.0,3.94354602,2265.0,6584.0,6828.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,126.0,2.0,2.0,0.0,0.0,7.0,7.0,2123.0,1723.0,412.0,2.0,200.0,0.0,0.0,210.0,Muvattupuzha,18.0,24137.52618669942,24137.52618669942,22899023.876117144,Administrative Boundary,Survey of India (SOI),Kerala,9.882822303225476,76.61159330827549
